"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72797624217","2024-01-01","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  37.1","24","  36.8","24","1023.9","14","017.6","24","  4.1","24","  0.6","24","  5.1","999.9","  48.0"," ","  32.0"," "," 0.04","G","999.9","100000"
"72797624217","2024-01-02","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  39.3","24","  37.9","24","1018.4","24","011.9","24","  9.9","24","  1.5","24","  6.0","999.9","  45.0"," ","  32.0"," "," 0.00","G","999.9","010000"
"72797624217","2024-01-03","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  42.0","24","  39.9","24","1014.3","21","007.9","24","  8.9","24","  2.9","24","  8.9"," 14.0","  51.1"," ","  34.0"," "," 0.09","G","999.9","110000"
"72797624217","2024-01-04","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  46.3","24","  41.5","24","1018.5","17","012.1","24","  9.8","24"," 10.3","24"," 17.1"," 25.1","  51.1"," ","  34.0"," "," 0.05","G","999.9","010000"
"72797624217","2024-01-05","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  44.1","24","  38.9","24","1022.6","21","016.3","24","  9.8","24","  8.8","24"," 19.0"," 35.0","  48.0"," ","  39.9"," "," 0.11","G","999.9","010000"
"72797624217","2024-01-06","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  43.5","24","  37.0","24","1008.4","17","002.2","24","  9.1","24","  9.1","23"," 21.0"," 41.0","  46.9"," ","  39.0"," "," 0.30","G","999.9","010000"
"72797624217","2024-01-07","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  35.4","24","  33.4","24","1015.2","12","009.2","24","  7.4","24","  0.8","24","  4.1","999.9","  45.0"," ","  30.9"," "," 0.01","G","999.9","110000"
"72797624217","2024-01-08","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  32.4","24","  31.0","24","1019.7","19","013.0","24","  8.0","24","  3.2","24","  7.0","999.9","  41.0"," ","  28.9"," "," 0.00","G","999.9","011000"
"72797624217","2024-01-09","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  43.0","24","  38.7","24"," 999.0","15","993.6","24","  7.7","24"," 10.1","24"," 25.1"," 40.0","  48.2","*","  33.8","*"," 1.06","G","999.9","010000"
"72797624217","2024-01-10","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  39.4","24","  35.3","24","1002.2","15","996.6","24","  9.8","24","  5.7","24","  8.9"," 19.0","  45.0","*","  33.8","*"," 0.24","G","999.9","010000"
"72797624217","2024-01-11","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  34.3","24","  25.8","24","1009.3","20","002.8","24","  9.6","24","  9.2","24"," 28.0"," 46.0","  39.9"," ","  19.9"," "," 0.28","G","999.9","011000"
"72797624217","2024-01-12","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   9.0","24"," -12.5","24","1022.7","24","015.9","24"," 10.0","24"," 24.1","24"," 29.9"," 54.0","  19.0","*","   3.9","*"," 0.05","G","999.9","000000"
"72797624217","2024-01-13","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  10.8","24","  -8.5","24","1022.2","24","015.3","24"," 10.0","24"," 12.1","24"," 17.1"," 33.0","  19.0"," ","   3.0"," "," 0.00","G","999.9","000000"
"72797624217","2024-01-14","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  17.3","24","   0.0","24","1020.2","24","013.4","24"," 10.0","24","  7.1","24"," 12.0"," 17.1","  27.0"," ","   7.0"," "," 0.00","G","999.9","000000"
"72797624217","2024-01-15","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  22.3","24","   7.4","24","1030.1","24","023.4","24"," 10.0","24","  6.2","24","  8.9","999.9","  32.0"," ","  12.0"," "," 0.00","G","999.9","000000"
"72797624217","2024-01-16","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  24.8","24","  14.0","24","1021.8","24","015.1","24"," 10.0","24","  4.3","24","  8.0","999.9","  35.1"," ","  16.0"," "," 0.00","G","999.9","000000"
"72797624217","2024-01-17","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  28.6","24","  23.2","24","1004.6","14","996.9","24","  5.1","24","  8.3","24"," 17.1"," 34.0","  35.1"," ","  18.0"," "," 0.17","G","999.9","101000"
"72797624217","2024-01-18","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  29.8","24","  17.1","24","1018.4","21","012.1","24","  8.2","24"," 12.9","24"," 20.0"," 31.1","  32.0"," ","  27.0"," "," 0.57","G","999.9","011000"
"72797624217","2024-01-19","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  33.0","24","  27.4","24","1016.8","19","011.1","24","  8.3","24","  9.6","24"," 17.1"," 25.1","  34.0"," ","  28.9"," "," 0.20","G","999.9","011000"
"72797624217","2024-01-20","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  34.5","24","  32.0","24","1006.4","19","999.9","24"," 10.0","24","  3.1","24","  7.0","999.9","  39.9"," ","  30.0"," "," 0.15","G","999.9","000000"
"72797624217","2024-01-21","48.7991","-122.54069","45.9","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  38.0","24","  36.1","24"," 999.3","22","993.1","24","  9.2","24","  4.0","24"," 12.0"," 22.0","  46.9"," ","  30.0"," "," 0.01","G","999.9","010000"
