"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72792594227","2024-01-01","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  40.3","24","  39.6","24","1022.7","18","012.4","23","  2.5","24","  1.1","24","  4.1","999.9","  44.1"," ","  35.1"," "," 0.00","G","999.9","100000"
"72792594227","2024-01-02","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  40.3","24","  39.5","24","1016.8","18","007.2","24","  3.9","24","  2.3","24","  6.0","999.9","  44.1","*","  37.4","*"," 0.00","G","999.9","110000"
"72792594227","2024-01-03","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  40.7","24","  40.0","24","1012.8","12","003.2","24","  4.4","24","  1.1","24","  7.0","999.9","  46.4","*","  34.0","*"," 0.62","G","999.9","110000"
"72792594227","2024-01-04","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  44.7","24","  43.6","24","1018.9","11","008.4","24","  7.0","24","  3.6","24"," 11.1"," 18.1","  48.0"," ","  33.1"," "," 0.27","G","999.9","010000"
"72792594227","2024-01-05","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  41.6","24","  40.0","24","1023.7","19","013.5","24","  8.3","24","  5.3","24"," 14.0"," 19.0","  48.0"," ","  35.1"," "," 0.26","G","999.9","010000"
"72792594227","2024-01-06","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  43.0","24","  39.6","24","1009.2","15","999.5","24","  8.8","24","  9.3","24"," 17.1"," 26.0","  48.2","*","  37.9","*"," 0.95","G","999.9","010000"
"72792594227","2024-01-07","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  34.6","24","  33.6","24","1013.7","14","004.5","24","  7.4","24","  1.1","24","  9.9","999.9","  46.0"," ","  28.9"," "," 0.37","G","999.9","100000"
"72792594227","2024-01-08","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  36.7","24","  35.6","24","1018.6","14","008.0","24","  6.1","24","  2.3","24","  8.0","999.9","  39.0"," ","  28.9"," "," 0.06","G","999.9","110000"
"72792594227","2024-01-09","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  42.2","24","  39.5","24","1001.9"," 8","993.8","24","  5.9","24"," 12.6","24"," 27.0"," 49.0","  50.0"," ","  35.1"," "," 1.56","G","999.9","010000"
"72792594227","2024-01-10","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  36.8","24","  34.6","24","1003.6","16","993.4","24","  9.8","24","  8.5","24"," 22.0"," 39.0","  46.0"," ","  34.0"," "," 0.30","G","999.9","011000"
"72792594227","2024-01-11","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  35.8","24","  31.8","24","1009.5","19","999.2","24","  8.9","24","  8.8","24"," 15.0"," 32.1","  43.0"," ","  28.9"," "," 0.03","G","999.9","100000"
"72792594227","2024-01-12","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  24.8","24","  13.5","24","1018.8","21","007.6","24","  8.9","24","  7.7","24"," 12.0"," 19.0","  43.0"," ","  19.9"," "," 0.02","G","999.9","001000"
"72792594227","2024-01-13","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  18.7","24","   7.0","24","1018.1","24","007.3","24"," 10.0","24","  7.2","24"," 12.0"," 21.0","  26.1"," ","  15.1"," "," 0.01","G","999.9","000000"
"72792594227","2024-01-14","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  20.3","24","  11.3","24","1017.9","24","007.2","24"," 10.0","24","  2.8","24","  8.0"," 15.0","  32.0"," ","  10.0"," "," 0.00","G","999.9","000000"
"72792594227","2024-01-15","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  25.3","24","  15.6","24","1027.6","24","016.9","24"," 10.0","24","  2.6","24","  7.0","999.9","  37.9"," ","  10.0"," "," 0.00","G","999.9","000000"
"72792594227","2024-01-16","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  25.5","24","  17.2","24","1019.9","24","009.3","24"," 10.0","24","  1.9","24","  4.1","999.9","  37.9"," ","  12.9"," "," 0.00","G","999.9","000000"
"72792594227","2024-01-17","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  34.9","24","  32.0","24","1003.5"," 9","991.5","24","  5.2","24","  4.2","24"," 19.0"," 31.1","  44.1","*","  30.2","*"," 0.40","G","999.9","011000"
"72792594227","2024-01-18","47.23842","-123.14147","84.2","SHELTON AIRPORT, WA US","  35.0","24","  33.8","24","1015.6","13","005.5","24","  6.6","24","  3.2","24","  7.0","999.9","  44.1"," ","  30.0"," "," 0.18","G","999.9","010000"
