DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72789094197,30.1292105263158,26.0,26,0,BR:1 ||,-0.020000000000000004,3.0,88.94736842105263,30.162500000000005,OVC:08 6,28.739210526315787,10,27.31578947368421,0,,6
2023-01-02,72789094197,30.004848484848484,23.0,26,0,-SN:03 BR:1 |SN |,0.03375,6.875,86.06060606060606,30.017083333333332,OVC:08 45,28.619090909090907,10,25.272727272727273,0,,0
2023-01-03,72789094197,29.950625000000002,23.0,31,0,,-0.0225,3.75,84.59375,29.991666666666664,OVC:08 43,28.567812500000002,10,27.625,0,,0
2023-01-04,72789094197,30.062727272727273,27.0,30,0,BR:1 ||,0.02285714285714286,6.285714285714286,85.6969696969697,30.09,OVC:08 60,28.674242424242426,10,29.272727272727273,0,,0
2023-01-05,72789094197,29.786153846153848,30.0,33,0,BR:1 ||,0.0325,5.75,84.96,29.826666666666664,OVC:08 55,28.406153846153845,10,30.692307692307693,340,,5
2023-01-06,72789094197,30.14,28.0,32,0,BR:1 ||,,,88.45,30.18,OVC:08 30,28.75,10,30.0,0,,0
2023-01-07,72789094197,29.93842105263157,32.0,34,0.01,-FZ:8 RA:02 BR:1 |FZRA |,0.04,7.0,91.98850574712644,29.956363636363633,OVC:08 3,28.556578947368422,2.5,33.76315789473684,0,,0
2023-01-08,72789094197,29.768441558441566,33.0,34,0.01,BR:1 ||,0.0037500000000000007,5.25,93.87012987012987,29.81083333333333,OVC:08 15,28.391038961038955,10,33.90909090909091,0,,0
2023-01-09,72789094197,29.749848484848485,32.0,34,0,BR:1 ||,0.015,4.375,91.75757575757575,29.777500000000003,BKN:07 9 OVC:08 23,28.373787878787876,10,33.515151515151516,0,,0
2023-01-10,72789094197,29.796226415094335,33.0,34,0,BR:1 ||,-0.004999999999999999,4.875,93.0377358490566,29.831666666666667,VV:09 2,28.416226415094336,0.75,33.094339622641506,0,,0
2023-01-11,72789094197,30.009452054794522,32.0,33,0,BR:1 ||,-0.03125,2.5,92.89041095890411,30.072916666666668,OVC:08 3,28.622739726027397,10,32.534246575342465,0,,0
2023-01-12,72789094197,30.10871794871795,33.0,34,0.01,-RA:02 BR:1 |RA |RA,0.0025,6.0,94.08974358974359,30.14916666666667,OVC:08 14,28.71871794871795,0.75,33.666666666666664,0,,0
2023-01-13,72789094197,29.870982142857148,33.0,34,0.01,-RA:02 BR:1 |RA |RA,0.037142857142857144,7.0,95.50892857142857,29.88666666666667,BKN:07 3 OVC:08 9,28.49071428571429,0.5,34.089285714285715,0,,0
2023-01-14,72789094197,29.5809900990099,34.0,36,0,FG:2 |FG |,0.025,6.375,94.72277227722772,29.626666666666665,VV:09 2,28.210891089108916,0.25,34.65346534653465,0,,0
