DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72784524163,30.15150943396227,33.0,33.0,0,BR:1 ||,-0.021249999999999998,3.875,98.60377358490567,30.16083333333333,OVC:08 3,29.717058823529413,10,32.96078431372549,0,,3.0
2023-01-02,72784524163,29.979545454545462,33.0,34.0,0,-SN:03 BR:1 |SN |,0.026250000000000002,6.375,97.68181818181819,29.99458333333334,OVC:08 11,29.544418604651163,10,33.41860465116279,0,,0.0
2023-01-03,72784524163,29.99875,30.0,33.0,0,,-0.02,3.125,90.40625,30.004166666666666,CLR:00,29.564062500000002,10,31.40625,0,,6.0
2023-01-04,72784524163,30.046000000000003,30.0,29.0,0,BR:1 ||,0.030000000000000002,6.75,92.97142857142858,30.019166666666667,CLR:00,29.60885714285714,10,31.2,0,,0.0
2023-01-05,72784524163,29.77625,32.0,36.0,0,,-0.0062499999999999995,4.0,84.83333333333333,29.78291666666667,CLR:00,29.346249999999998,10,34.708333333333336,0,,0.0
2023-01-06,72784524163,30.105416666666667,30.0,34.0,0,,-0.028749999999999998,2.625,87.04166666666667,30.115,CLR:00,29.6675,10,33.541666666666664,0,,0.0
2023-01-07,72784524163,29.955294117647064,35.0,37.0,0,BR:1 ||,0.034999999999999996,6.5,96.0,29.997500000000002,OVC:08 95,29.52088235294118,4,34.74193548387097,0,,0.0
2023-01-08,72784524163,29.783225806451608,35.0,36.0,0,BR:1 ||,-0.00625,3.5,96.2258064516129,29.797083333333322,CLR:00,29.353225806451615,10,36.87096774193548,0,,0.0
2023-01-09,72784524163,29.725599999999996,32.0,34.0,0,-RA:02 |RA |RA,0.0125,5.375,93.95652173913044,29.73625,CLR:00,29.2956,10,34.17391304347826,0,,5.0
2023-01-10,72784524163,29.775961538461534,32.0,34.0,0,|FG |,0.0,5.375,95.4423076923077,29.78625,2,29.332222222222224,0.25,36.074074074074076,0,,0.0
2023-01-11,72784524163,30.04107142857143,33.0,34.0,0,BR:1 ||,-0.036250000000000004,1.875,88.89285714285714,30.043750000000003,CLR:00,29.604999999999997,10,37.5,0,,3.0
2023-01-12,72784524163,30.09027777777778,41.0,38.0,T,-RA:02 |RA |RA,0.0037500000000000003,4.375,97.33333333333333,30.10291666666667,CLR:00,29.654411764705884,10,39.64705882352941,290,,3.0
2023-01-13,72784524163,29.858545454545457,38.0,38.0,0,BR:1 ||,0.035,6.125,97.63636363636364,29.85291666666667,CLR:00,29.436818181818182,10,39.59090909090909,0,,0.0
2023-01-14,72784524163,29.59794871794872,37.0,37.0,0,BR:1 ||,0.034999999999999996,7.5,94.66666666666667,29.569999999999997,2,29.146774193548385,10,40.29032258064516,300,,0.0
2023-01-15,72784524163,29.481052631578947,36.0,32.0,0,|FG |,-0.0225,2.5,89.97368421052632,29.5,2,29.085500000000003,10,41.0,0,,0.0
2023-01-16,72784524163,29.732499999999998,36.0,45.0,0,,-0.030000000000000002,2.5,73.79166666666667,29.735833333333332,CLR:00,29.3025,10,39.0,0,,7.0
2023-01-17,72784524163,29.994848484848482,33.0,33.0,0,BR:1 ||,-0.025,2.875,92.33333333333333,29.98958333333333,CLR:00,29.545833333333334,10,31.916666666666668,0,,0.0
2023-01-18,72784524163,29.954871794871796,32.0,33.0,0,BR:1 ||,0.00375,6.125,95.25641025641026,29.967916666666667,3,29.495,0.5,34.583333333333336,0,,0.0
2023-01-19,72784524163,30.28583333333333,28.0,27,0,,-0.055,1.875,76.5,30.295833333333334,CLR:00,29.846666666666664,10,32.458333333333336,0,,0
2023-01-20,72784524163,30.500833333333333,22.0,28,0,BR:1 ||,-0.01375,2.875,83.79166666666667,30.512916666666666,CLR:00,30.060833333333335,10,29.375,0,,0
2023-01-21,72784524163,30.342285714285715,30.0,33,0,BR:1 ||,0.043750000000000004,7.375,88.82857142857142,30.350833333333338,CLR:00,29.888965517241378,10,29.20689655172414,0,24,0
2023-01-22,72784524163,30.38088235294118,25.0,28,0,BR:1 ||,-0.036250000000000004,2.875,89.11764705882354,30.396666666666665,CLR:00,29.94258064516129,5,29.580645161290324,0,,0
2023-01-23,72784524163,30.442916666666665,32.0,26,0,BR:1 ||,0.0037500000000000003,3.875,82.79166666666667,30.454583333333332,CLR:00,30.002916666666664,10,29.875,0,,0
2023-01-24,72784524163,30.5028,26.0,24,0,BR:1 ||,-0.016249999999999997,2.75,86.88,30.51375,CLR:00,30.062800000000003,10,28.84,0,,0
2023-01-25,72784524163,30.611200000000004,25.0,26,0,BR:1 ||,-0.0062499999999999995,2.875,87.6,30.6225,CLR:00,30.1712,5,30.96,0,,0
2023-01-26,72784524163,30.458055555555557,24.0,25,0,BR:1 ||,0.04875,7.125,88.36111111111111,30.426666666666662,CLR:00,30.000333333333337,10,32.266666666666666,0,,0
2023-01-27,72784524163,30.0725,35.0,44,0,-RA:02 |RA |RA,0.02125,6.125,66.375,30.075833333333332,CLR:00,29.635833333333334,10,41.208333333333336,0,,0
2023-01-28,72784524163,30.15041666666667,31.0,34,0,,-0.0375,3.125,62.375,30.156249999999996,CLR:00,29.711666666666662,10,31.333333333333332,20,23,0
2023-01-29,72784524163,30.522499999999997,8.0,33,0,,-0.025,4.25,48.25,30.53916666666667,CLR:00,30.0825,10,18.625,10,21,3
2023-01-30,72784524163,30.509583333333335,6.0,25,0,,0.020000000000000004,4.875,62.208333333333336,30.526666666666667,CLR:00,30.06958333333333,10,17.75,0,,0
2023-01-31,72784524163,30.28923076923077,22.0,29,0,-SN:03 |SN |,0.0175,5.125,71.03846153846153,30.30333333333333,CLR:00,29.849230769230765,10,25.5,0,,0
2023-02-01,72784524163,30.248333333333335,22.0,28,0,,-0.004999999999999999,5.25,76.66666666666667,30.260416666666668,CLR:00,29.808333333333326,10,26.333333333333332,0,,0
2023-02-02,72784524163,30.280833333333334,17.0,20,0,,0.0062499999999999995,3.125,77.91666666666667,30.293333333333333,CLR:00,29.840833333333336,10,25.541666666666668,0,,0
2023-02-03,72784524163,30.097083333333334,26.0,34,0,,0.01625,5.375,77.58333333333333,30.109583333333333,CLR:00,29.65833333333333,10,28.666666666666668,0,,0
2023-02-04,72784524163,30.024166666666662,36.0,39,0,,0.028749999999999998,5.625,70.45833333333333,30.03,OVC:08 100,29.587500000000002,10,39.0,0,,3
2023-02-05,72784524163,29.86407407407407,39.0,36,0,-RA:02 |RA |RA,-0.025,2.875,87.18518518518519,29.87541666666667,FEW:02 5 OVC:08 20,29.431481481481484,10,40.0,240,,3
2023-02-06,72784524163,30.319166666666664,37.0,41,0,,-0.03375,2.625,67.83333333333333,30.324166666666667,CLR:00,29.879166666666666,10,41.0,230,26,10
2023-02-07,72784524163,30.220416666666665,35.0,49,0,-RA:02 |RA |RA,0.011250000000000001,6.125,65.04166666666667,30.22375,CLR:00,29.780416666666667,10,41.416666666666664,200,26,11
2023-02-08,72784524163,30.448333333333334,30.0,53,0,,-0.0325,2.875,63.083333333333336,30.453333333333333,CLR:00,30.008333333333336,10,36.666666666666664,0,18,0
2023-02-09,72784524163,30.362083333333334,28.0,28,0,,0.03875,7.5,73.79166666666667,30.370416666666667,CLR:00,29.922083333333337,10,32.708333333333336,0,,0
2023-02-10,72784524163,30.204583333333332,31.0,31,0,,0.0012500000000000002,3.875,78.95833333333333,30.21166666666667,CLR:00,29.764583333333334,10,34.041666666666664,0,,0
2023-02-11,72784524163,30.260416666666668,22.0,25,0,,-0.005000000000000001,3.0,76.79166666666667,30.269583333333333,CLR:00,29.82041666666667,10,32.041666666666664,0,,0
2023-02-12,72784524163,30.139583333333334,33.0,25,0,,0.04,5.625,76.16666666666667,30.147499999999997,CLR:00,29.70125,10,34.125,0,,0
2023-02-13,72784524163,29.75,30.0,47,0,,0.02125,5.375,55.75,29.75208333333333,CLR:00,29.320000000000004,10,40.041666666666664,240,28,10
2023-02-14,72784524163,30.017083333333332,24.0,34,0,,-0.058750000000000004,2.5,53.791666666666664,30.023333333333337,CLR:00,29.581666666666667,10,33.5,320,17,11
2023-02-15,72784524163,30.307499999999994,22.0,24,0,,-0.010000000000000002,3.75,65.25,30.316666666666663,CLR:00,29.867499999999996,10,29.833333333333332,0,21,0
