STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DYHF,DYTS,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE.1,SOURCE.1,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,WindEquipmentChangeDate
99999904223,2022-01-01 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,22.0,,,,,,0.0,-14.4,43.0,29.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,758.0,1621.0,
99999904223,2022-01-02 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,29.0,,,,,,0.0,-7.4,36.0,33.0,24.0,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,758.0,1622.0,
99999904223,2022-01-03 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,32.0,,,,,,0.0,-4.5,33.0,33.0,31.0,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,758.0,1623.0,
99999904223,2022-01-04 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,33.0,,,,,,0.0,-3.6,32.0,34.0,31.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,758.0,1624.0,
99999904223,2022-01-05 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,29.0,,,,,,0.0,-7.7,36.0,32.0,26.0,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,758.0,1625.0,
99999904223,2022-01-06 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,30.0,,,,,,0.0,-6.8,35.0,33.0,27.0,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1627.0,
99999904223,2022-01-07 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,35.0,,,,,,0.0,-1.9,30.0,38.0,32.0,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1628.0,
99999904223,2022-01-08 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,34.0,,,,,,0.0,-3.0,31.0,35.0,32.0,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1629.0,
99999904223,2022-01-09 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,35.0,,,,,,0.0,-2.0,30.0,41.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,756.0,1630.0,
99999904223,2022-01-10 23:59:00,SOD  ,I,,,,,,,,,,,,,,,,,,32.0,,,,,,0.0,-5.1,33.0,36.0,28.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD  ,I,,,,,,,,,,,,,,,,,,,,,,,,,756.0,1631.0,
