STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DYHF,DYTS,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE.1,SOURCE.1,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,WindEquipmentChangeDate,DATE_ONLY,TIME_OF_DAY
72788594266,2023-01-01 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,39.0,,,29.77,,4.6,0.0,0.7,26.0,47.0,31.0,240,20,0.00,,,250.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):47 24 HR MAX TEMP TIME (LST):1131 24 HR MIN TEMP (F):31 24 HR MIN TEMP TIME (LST):0707 AVERAGE STATION PRESSURE:29.765 MINIMUM SEA LEVEL PRESSURE:29.96 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):20  PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):0125  FASTEST 2MIN SPEED (MPH):14 FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):0125 AVERAGE WIND SPEED (MPH):4.6  24 HR AVG TEMP (F):39 HEATING DEGREE DAYS:26  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):47  LATEST NIGHT MIN TEMP(1900-0800 LST):31 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,805.0,1631.0,,2023-01-01,23:59:00
72788594266,2023-01-02 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,38.0,,,29.41,,4.3,0.0,-0.4,27.0,43.0,33.0,260,18,0.00,,,260.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):43 24 HR MAX TEMP TIME (LST):1528 24 HR MIN TEMP (F):33 24 HR MIN TEMP TIME (LST):0217 AVERAGE STATION PRESSURE:29.410 MINIMUM SEA LEVEL PRESSURE:29.65 TIME OF OCCURRENCE:1446 PEAK WIND SPEED (MPH):18  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1330  FASTEST 2MIN SPEED (MPH):14 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1337 AVERAGE WIND SPEED (MPH):4.3  24 HR AVG TEMP (F):38 HEATING DEGREE DAYS:27  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):43  LATEST NIGHT MIN TEMP(1900-0800 LST):33 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,805.0,1632.0,,2023-01-02,23:59:00
72788594266,2023-01-03 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,38.0,,,29.51,,2.4,0.0,-0.5,27.0,46.0,29.0,260,11,0.00,,,260.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):46 24 HR MAX TEMP TIME (LST):1210 24 HR MIN TEMP (F):29 24 HR MIN TEMP TIME (LST):0727 AVERAGE STATION PRESSURE:29.505 MINIMUM SEA LEVEL PRESSURE:29.69 TIME OF OCCURRENCE:0027 PEAK WIND SPEED (MPH):11  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):0004  FASTEST 2MIN SPEED (MPH):9  FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):0007 AVERAGE WIND SPEED (MPH):2.4  24 HR AVG TEMP (F):38 HEATING DEGREE DAYS:27  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):46  LATEST NIGHT MIN TEMP(1900-0800 LST):29 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,804.0,1633.0,,2023-01-03,23:59:00
72788594266,2023-01-04 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,39.0,,,29.38,,4.4,0.0,0.4,26.0,48.0,30.0,070,27,0.00,,,80.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):48 24 HR MAX TEMP TIME (LST):2236 24 HR MIN TEMP (F):30 24 HR MIN TEMP TIME (LST):0549 AVERAGE STATION PRESSURE:29.380 MINIMUM SEA LEVEL PRESSURE:29.44 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):27  PEAK WIND DIR (DEG):70  PEAK WIND TIME (LST):1410  FASTEST 2MIN SPEED (MPH):17 FASTEST 2MIN DIR (DEG):80  FASTEST 2MIN TIME (LST):1410 AVERAGE WIND SPEED (MPH):4.4  24 HR AVG TEMP (F):39 HEATING DEGREE DAYS:26  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):47  LATEST NIGHT MIN TEMP(1900-0800 LST):30 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,804.0,1634.0,,2023-01-04,23:59:00
72788594266,2023-01-05 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,49.0,,,29.16,,4.7,0.0,10.4,16.0,58.0,40.0,100,24,0.02,,,150.0,15.0,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.02  24 HR MAX TEMP (F):58 24 HR MAX TEMP TIME (LST):1632 24 HR MIN TEMP (F):40 24 HR MIN TEMP TIME (LST):0708 AVERAGE STATION PRESSURE:29.160 MINIMUM SEA LEVEL PRESSURE:29.33 TIME OF OCCURRENCE:0659 PEAK WIND SPEED (MPH):24  PEAK WIND DIR (DEG):100 PEAK WIND TIME (LST):1510  FASTEST 2MIN SPEED (MPH):15 FASTEST 2MIN DIR (DEG):150 FASTEST 2MIN TIME (LST):1627 AVERAGE WIND SPEED (MPH):4.7  24 HR AVG TEMP (F):49 HEATING DEGREE DAYS:16  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):58  LATEST NIGHT MIN TEMP(1900-0800 LST):40 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    T    T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    T    0.02 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,804.0,1635.0,,2023-01-05,23:59:00
72788594266,2023-01-06 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,41.0,,,29.57,,3.0,0.0,2.3,24.0,48.0,34.0,260,20,0.06,,,260.0,15.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.06  24 HR MAX TEMP (F):48 24 HR MAX TEMP TIME (LST):2124 24 HR MIN TEMP (F):34 24 HR MIN TEMP TIME (LST):0619 AVERAGE STATION PRESSURE:29.575 MINIMUM SEA LEVEL PRESSURE:29.80 TIME OF OCCURRENCE:0002 PEAK WIND SPEED (MPH):20  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):2111  FASTEST 2MIN SPEED (MPH):15 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):2111 AVERAGE WIND SPEED (MPH):3.0  24 HR AVG TEMP (F):41 HEATING DEGREE DAYS:24  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):48  LATEST NIGHT MIN TEMP(1900-0800 LST):34 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    0.01 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00 T    0.05 T    0.00 T    T    0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,804.0,1637.0,,2023-01-06,23:59:00
72788594266,2023-01-07 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,42.0,,,29.47,,2.6,0.0,3.2,23.0,47.0,37.0,260,18,0.02,,,280.0,14.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.02  24 HR MAX TEMP (F):47 24 HR MAX TEMP TIME (LST):1242 24 HR MIN TEMP (F):37 24 HR MIN TEMP TIME (LST):2309 AVERAGE STATION PRESSURE:29.475 MINIMUM SEA LEVEL PRESSURE:29.65 TIME OF OCCURRENCE:2354 PEAK WIND SPEED (MPH):18  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):0031  FASTEST 2MIN SPEED (MPH):14 FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):0057 AVERAGE WIND SPEED (MPH):2.6  24 HR AVG TEMP (F):42 HEATING DEGREE DAYS:23  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):47  LATEST NIGHT MIN TEMP(1900-0800 LST):38 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.01 T    T    T    0.01 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,804.0,1638.0,,2023-01-07,23:59:00
72788594266,2023-01-08 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,43.0,,,29.31,,4.0,0.0,4.1,22.0,49.0,36.0,290,16,0.17,,,300.0,12.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.17  24 HR MAX TEMP (F):49 24 HR MAX TEMP TIME (LST):1315 24 HR MIN TEMP (F):36 24 HR MIN TEMP TIME (LST):2239 AVERAGE STATION PRESSURE:29.305 MINIMUM SEA LEVEL PRESSURE:29.51 TIME OF OCCURRENCE:0951 PEAK WIND SPEED (MPH):16  PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):1317  FASTEST 2MIN SPEED (MPH):12 FASTEST 2MIN DIR (DEG):300 FASTEST 2MIN TIME (LST):1357 AVERAGE WIND SPEED (MPH):4.0  24 HR AVG TEMP (F):43 HEATING DEGREE DAYS:22  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):49  LATEST NIGHT MIN TEMP(1900-0800 LST):37 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.02 0.04 0.01 0.02 0.03 0.04 T    0.01 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,803.0,1639.0,,2023-01-08,23:59:00
72788594266,2023-01-09 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,45.0,,,29.22,,5.1,0.0,6.0,20.0,54.0,35.0,110,32,0.27,,,100.0,22.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74724 HR PRECIPITATION (IN): 0.27 WEATHER(CODE):1  24 HR MAX TEMP (F):54 24 HR MAX TEMP TIME (LST):1117 24 HR MIN TEMP (F):35 24 HR MIN TEMP TIME (LST):0620 AVERAGE STATION PRESSURE(D):29.224 MINIMUM SEA LEVEL PRESSURE:29.29 TIME OF OCCURRENCE:1141 PEAK WIND SPEED (MPH):32  PEAK WIND DIR (DEG):110 PEAK WIND TIME (LST):1040  FASTEST 2MIN SPEED (MPH):22 FASTEST 2MIN DIR (DEG):100 FASTEST 2MIN TIME (LST):1131 AVERAGE WIND SPEED (MPH): 5.1 24 HR AVG TEMP (F):45 HEATING DEGREE DAYS: 20 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 54 LATEST NIGHT MIN TEMP(1900-0800 LST):35 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    T     0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.03 0.02 0.04 0.04 0.02 0.02 0.00 0.00 0.07 0.01 0.02T,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,803.0,1640.0,,2023-01-09,23:59:00
72788594266,2023-01-10 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,42.0,,,29.34,,3.3,0.0,3.0,23.0,49.0,35.0,280,15,0.01,,,250.0,10.0,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.01  24 HR MAX TEMP (F):49 24 HR MAX TEMP TIME (LST):1523 24 HR MIN TEMP (F):35 24 HR MIN TEMP TIME (LST):2126 AVERAGE STATION PRESSURE:29.340 MINIMUM SEA LEVEL PRESSURE:29.61 TIME OF OCCURRENCE:1817 PEAK WIND SPEED (MPH):15  PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):0501  FASTEST 2MIN SPEED (MPH):10 FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):0513 AVERAGE WIND SPEED (MPH):3.3  24 HR AVG TEMP (F):42 HEATING DEGREE DAYS:23  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):49  LATEST NIGHT MIN TEMP(1900-0800 LST):38 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.01 T    T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,802.0,1641.0,,2023-01-10,23:59:00
