DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72782594239,30.114629629629643,27.0,28.01851851851852,0,BR:1 ||,-0.02,3.875,91.33333333333331,30.1525,OVC:08 2,28.800370370370363,0.25,27.14814814814815,0,22.33333333333333,3.074074074074074
2023-01-02,72782594239,29.978604651162783,24.0,26.53488372093023,0,BR:1 ||,0.02875,7.0,92.6046511627907,30.00333333333333,BKN:07 5 OVC:08 8,28.66883720930232,10.0,25.65116279069768,280,22.33333333333333,5.093023255813954
2023-01-03,72782594239,29.93777777777778,27.0,29.13888888888889,0,BR:1 ||,-0.02,3.75,88.91666666666667,29.98333333333333,FEW:02 9 BKN:07 24,28.62916666666667,10.0,28.22222222222222,0,22.33333333333333,4.0
2023-01-04,72782594239,30.02372093023256,28.0,29.69767441860465,0,-SN:03 BR:1 |SN |,0.0175,4.0,91.95348837209302,30.064166666666665,BKN:07 2 OVC:08 20,28.713255813953484,10.0,28.930232558139537,0,22.33333333333333,2.86046511627907
2023-01-05,72782594239,29.79148514851485,30.0,30.168316831683168,T,BR:1 ||,0.00125,4.75,96.70297029702972,29.83,CLR:00,28.490099009901,2.5,30.00990099009901,0,22.33333333333333,5.138613861386139
2023-01-06,72782594239,30.082702702702694,29.0,27.66216216216216,0,FZ:8 FG:2 |FG |,-0.03,2.375,96.82432432432432,30.127916666666668,VV:09 2,28.77013513513513,0.25,27.5,0,22.33333333333333,1.2162162162162162
2023-01-07,72782594239,29.95655555555556,32.0,31.988888888888887,0.01,-SN:03 BR:1 |SN |,0.03375,7.5,98.12222222222222,30.012083333333337,OVC:08 3,28.648333333333337,0.25,31.95555555555556,0,22.33333333333333,1.3222222222222222
2023-01-08,72782594239,29.77472527472528,32.0,32.1978021978022,T,BR:1 ||,0.00375,5.375,98.92307692307692,29.792916666666667,VV:09 2,28.47296703296704,0.25,32.18681318681319,0,22.33333333333333,2.1648351648351647
2023-01-09,72782594239,29.74103896103897,32.0,31.31168831168831,0,BR:1 ||,0.01625,4.375,97.7012987012987,29.759166666666665,VV:09 1,28.43987012987013,0.25,31.194805194805195,0,22.33333333333333,3.0
2023-01-10,72782594239,29.7832,32.0,32.78,0,BR:1 ||,-0.00375,3.625,97.06,29.812916666666663,OVC:08 14,28.4832,10.0,32.52,0,22.33333333333333,3.4
2023-01-11,72782594239,30.00444444444445,32.0,33.925925925925924,0,-RA:02 |RA |RA,-0.035,1.75,92.33333333333331,30.043750000000003,BKN:07 30 OVC:08 45,28.694814814814816,10.0,33.111111111111114,0,22.33333333333333,1.8148148148148149
2023-01-12,72782594239,30.09190000000001,32.0,32.59,T,-RA:02 BR:1 |RA |RA,-0.0025,4.625,98.31,30.125416666666663,OVC:08 15,28.779099999999996,4.0,32.54,0,22.33333333333333,1.71
2023-01-13,72782594239,29.849642857142857,33.0,33.607142857142854,T,BR:1 ||,0.0325,6.25,99.375,29.8725,OVC:08 14,28.545,0.75,33.589285714285715,0,22.33333333333333,3.2767857142857144
