STATION,DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed
72038800469,2023-02-10 04:15:00,30.16,45.0,45,,-DZ:01 |DZ |DZ,,,100.0,,FEW:02 7 BKN:07 12 OVC:08 18,29.58,45.0,0,,0.0
72038800469,2023-02-10 04:35:00,30.16,45.0,45,,-DZ:01 |DZ |DZ,,,100.0,,SCT:04 3 BKN:07 12 OVC:08 19,29.58,45.0,0,,0.0
72038800469,2023-02-10 04:55:00,30.16,45.0,45,,-DZ:01 |DZ |DZ,,,100.0,,FEW:02 5 SCT:04 10 BKN:07 13,29.58,45.0,0,,0.0
72038800469,2023-02-10 05:15:00,30.17,45.0,45,,-RA:02 |RA |RA,,,100.0,,FEW:02 5 SCT:04 20 OVC:08 33,29.59,45.0,0,,0.0
72038800469,2023-02-10 05:35:00,30.17,45.0,45,,-DZ:01 |DZ |DZ,,,100.0,,BKN:07 27 OVC:08 33,29.59,45.0,0,,0.0
72038800469,2023-02-10 05:55:00,30.17,45.0,45,,-DZ:01 |DZ |DZ,,,100.0,,FEW:02 13 BKN:07 28 OVC:08 33,29.59,45.0,0,,0.0
72038800469,2023-02-10 06:15:00,30.17,45.0,45,,,,,100.0,,FEW:02 14 BKN:07 29 OVC:08 33,29.59,45.0,0,,0.0
72038800469,2023-02-10 06:35:00,30.17,45.0,45,,-DZ:01 |DZ |DZ,,,100.0,,FEW:02 14 BKN:07 25 OVC:08 31,29.59,45.0,0,,0.0
72038800469,2023-02-10 06:55:00,30.18,45.0,45,,,,,100.0,,FEW:02 14 OVC:08 29,29.6,45.0,0,,0.0
72038800469,2023-02-10 07:15:00,30.18,45.0,45,,,,,100.0,,FEW:02 21 BKN:07 27 OVC:08 34,29.6,45.0,0,,0.0
72038800469,2023-02-10 07:55:00,30.19,45.0,45,,,,,100.0,,SCT:04 29 BKN:07 36 OVC:08 95,29.61,45.0,0,,0.0
72038800469,2023-02-10 08:15:00,30.19,43.0,43,,,,,100.0,,BKN:07 26 OVC:08 33,29.61,43.0,0,,0.0
72038800469,2023-02-10 08:35:00,30.2,45.0,45,,,,,100.0,,BKN:07 25 OVC:08 32,29.62,45.0,0,,0.0
72038800469,2023-02-10 08:55:00,30.2,45.0,45,,,,,100.0,,SCT:04 25 OVC:08 31,29.62,45.0,0,,0.0
72038800469,2023-02-10 09:15:00,30.2,45.0,45,,,,,100.0,,FEW:02 22 BKN:07 32 OVC:08 38,29.62,45.0,0,,0.0
72038800469,2023-02-10 09:35:00,30.21,45.0,45,,,,,100.0,,SCT:04 23 BKN:07 29 OVC:08 36,29.63,45.0,0,,0.0
72038800469,2023-02-10 09:55:00,30.21,45.0,45,,,,,100.0,,BKN:07 23 OVC:08 35,29.63,45.0,0,,0.0
72038800469,2023-02-10 10:15:00,30.21,46.0,46,,,,,100.0,,FEW:02 21 BKN:07 33 OVC:08 50,29.63,46.0,0,,0.0
72038800469,2023-02-10 10:35:00,30.21,45.0,50,,,,,82.0,,SCT:04 30 SCT:04 50 BKN:07 120,29.63,48.0,0,,0.0
