STATION,DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed
72781524237,2023-01-01,29.99704918032787,27.18032786885246,30,,FZ:8 FG:2 |FG |,-0.003749999999999999,4.125,92.0,30.0625,VV:09 2,25.93983606557378,29.0,VRB,,2.7966101694915255
72781524237,2023-01-02,29.73539682539683,18.6984126984127,23,,BR:1 ||,0.02625,6.375,88.0,29.84916666666665,OVC:08 2,25.709206349206358,22.0,VRB,,5.333333333333333
72781524237,2023-01-03,29.784698795180724,20.46987951807229,28,0.0062499999999999995,HZ:7 |FU |HZ,-0.01875,2.875,72.0,29.868750000000006,OVC:08 2,25.750481927710847,25.0,VRB,,2.828125
72781524237,2023-01-04,29.798205128205126,21.516949152542374,31,0.006923076923076924,HZ:7 |FU |HZ,0.020000000000000004,5.125,72.0,29.86391304347826,OVC:08 2,25.762393162393156,25.0,VRB,,4.863636363636363
72781524237,2023-01-05,29.60899999999999,27.066666666666666,34,0.010909090909090908,-SN:03 |SN |,-0.012499999999999999,4.75,70.0,29.676666666666666,OVC:08 2,25.594166666666663,33.0,VRB,,3.7567567567567566
72781524237,2023-01-06,29.952499999999997,29.956521739130434,37,0.008684210526315789,HZ:7 |FU |HZ,-0.01875,3.25,79.0,29.995833333333337,OVC:08 2,25.900978260869568,34.0,0,,1.4057971014492754
72781524237,2023-01-07,29.840508474576275,29.45762711864407,37,0.008666666666666666,HZ:7 |FU |HZ s,0.03,6.75,76.0,29.86041666666667,VV:09 1,25.801016949152547,34.0,VRB,,3.066666666666667
72781524237,2023-01-08,29.683663366336635,30.22772277227723,37,0.009137931034482759,HZ:7 |FU |HZ,-0.005,3.625,79.0,29.690416666666675,VV:09 2,25.66089108910892,34.0,0,,0.7934782608695652
72781524237,2023-01-09,29.58214953271028,28.177570093457945,36,0.008369565217391305,HZ:7 |FU |HZ,0.025714285714285714,5.428571428571429,76.0,29.621250000000003,VV:09 2,25.571121495327105,32.0,VRB,,2.084507042253521
72781524237,2023-01-10,29.645140186915885,27.672897196261683,35,0.015,HZ:7 |FU |HZ,-0.007500000000000001,3.5,76.0,29.694347826086954,VV:09 2,25.62490566037736,32.0,0,,1.6341463414634145
72781524237,2023-01-11,29.83951612903227,28.758064516129032,35,0.012173913043478262,HZ:7 |FU |HZ s,-0.024999999999999998,2.625,76.0,29.91291666666667,VV:09 2,25.798709677419343,33.0,0,,1.9736842105263157
72781524237,2023-01-12,29.939285714285713,30.553571428571427,37,0.021875,HZ:7 |FU |HZ s,-0.0025,4.625,76.0,29.986666666666668,VV:09 2,25.888035714285714,34.0,VRB,,4.2727272727272725
