epoch,loss,mae
1,120.29445266723633,6.562188476324081
2,46.203734159469604,4.221675872802734
3,28.47173285484314,2.9659784138202667
4,21.549693822860718,2.255363807082176
5,19.067057609558105,1.8566427528858185
6,17.006380081176758,1.5501118004322052
7,15.940709352493286,1.3787061423063278
8,15.257993936538696,1.2931702882051468
9,14.671279668807983,1.2367422133684158
10,14.341349601745605,1.2031554728746414
11,14.234719038009644,1.1842419505119324
12,14.101364254951477,1.170354425907135
13,14.015517115592957,1.156657725572586
14,13.91724407672882,1.1469980776309967
15,13.87289845943451,1.1374555975198746
16,13.717662334442139,1.1238392442464828
17,13.678961634635925,1.115101546049118
18,13.617804408073425,1.10523222386837
19,13.552509427070618,1.0946457535028458
20,13.431545734405518,1.084310919046402
21,13.327171444892883,1.0736809000372887
22,13.291084051132202,1.066336713731289
23,13.182949781417847,1.0547281950712204
24,13.163092613220215,1.0477280542254448
25,13.08779001235962,1.0383717641234398
26,13.090439796447754,1.031604640185833
27,13.00525188446045,1.0240379944443703
28,12.978770852088928,1.0151605308055878
29,12.91893470287323,1.0075044631958008
30,12.884055137634277,1.0011751428246498
31,12.872568130493164,0.9948917478322983
32,12.860271692276001,0.9894252419471741
33,12.82786512374878,0.9817377626895905
34,12.756640315055847,0.9743724465370178
35,12.761956214904785,0.969236247241497
36,12.733140230178833,0.9636509343981743
37,12.697903156280518,0.9589030370116234
38,12.702896475791931,0.9543942287564278
39,12.699404954910278,0.9503465443849564
40,12.647767066955566,0.9430676624178886
41,12.656389832496643,0.940506599843502
42,12.64099383354187,0.9359203577041626
43,12.636308312416077,0.932740718126297
44,12.609659433364868,0.9282663688063622
45,12.598540186882019,0.923948772251606
46,12.596053123474121,0.9207906052470207
47,12.573248147964478,0.9170857518911362
48,12.563396453857422,0.9138040021061897
49,12.604117751121521,0.9118595942854881
50,12.549232482910156,0.9075853899121284
51,12.555759191513062,0.905439481139183
52,12.533573389053345,0.9023042470216751
53,12.5581716299057,0.9006392359733582
54,12.519512414932251,0.8971216157078743
55,12.53299069404602,0.8951504528522491
56,12.542405486106873,0.8940879628062248
57,12.53817343711853,0.8920976296067238
58,12.500471353530884,0.8884513974189758
59,12.494324684143066,0.8861865550279617
60,12.487584352493286,0.8845132440328598
61,12.507821917533875,0.8842260390520096
62,12.495798230171204,0.8818671777844429
63,12.48016345500946,0.8805472999811172
64,12.492526412010193,0.8796709924936295
65,12.492443919181824,0.8780248165130615
66,12.476208209991455,0.8759708553552628
67,12.451041340827942,0.873697966337204
68,12.459247827529907,0.8733662515878677
69,12.483455896377563,0.8725490495562553
70,12.437476515769958,0.870311051607132
71,12.475249409675598,0.8706381916999817
72,12.458930730819702,0.8692840337753296
73,12.446535229682922,0.8675942122936249
74,12.428426861763,0.8660961911082268
75,12.433105945587158,0.8658829554915428
76,12.434418678283691,0.8645361438393593
77,12.43191397190094,0.8646597042679787
78,12.432542085647583,0.8633255437016487
79,12.427956581115723,0.8619456589221954
80,12.429561972618103,0.8617209941148758
81,12.36106014251709,0.8599593788385391
82,12.370757460594177,0.8574545681476593
83,12.336183667182922,0.853444829583168
84,12.310744047164917,0.8521125167608261
85,12.293505311012268,0.8503068536520004
86,12.32420563697815,0.851679265499115
87,12.312817215919495,0.850802406668663
88,12.302609205245972,0.8504058048129082
89,12.302451133728027,0.8489506542682648
90,12.317773342132568,0.8498927131295204
91,12.293698906898499,0.8486176207661629
92,12.271365642547607,0.8469219654798508
93,12.253891468048096,0.8454670682549477
94,12.229065179824829,0.8447350561618805
95,12.271612286567688,0.8469640389084816
96,12.250202894210815,0.8454546332359314
97,12.263386845588684,0.84612787514925
98,12.256321430206299,0.8453117609024048
99,12.229451179504395,0.8432954251766205
100,12.265941858291626,0.8446321114897728
101,12.189658403396606,0.840738408267498
102,12.200197458267212,0.8420066013932228
103,12.193257808685303,0.8415516912937164
104,12.204779267311096,0.8423814177513123
105,12.218282341957092,0.8432452976703644
106,12.212984204292297,0.8423152416944504
107,12.195374488830566,0.8420194983482361
108,12.176701784133911,0.8397849947214127
109,12.159920334815979,0.8397409543395042
110,12.182271599769592,0.8400796130299568
111,12.173576831817627,0.8388813436031342
112,12.157146692276001,0.8379500508308411
113,12.153613567352295,0.8375548645853996
114,12.155246138572693,0.8372462540864944
115,12.153189539909363,0.8365298360586166
116,12.160897254943848,0.8374265506863594
117,12.165085792541504,0.8370270729064941
118,12.161898136138916,0.8373149260878563
119,12.176445364952087,0.8378923907876015
120,12.124698877334595,0.8357527703046799
121,12.134507417678833,0.834774985909462
122,12.136634111404419,0.83485546708107
123,12.136154770851135,0.8342932909727097
124,12.121617794036865,0.8332982510328293
125,12.124743342399597,0.8334903866052628
126,12.13114333152771,0.8336362689733505
127,12.132012009620667,0.8334408327937126
128,12.131885170936584,0.833729013800621
129,12.12541115283966,0.8335733786225319
130,12.133767366409302,0.8339800164103508
131,12.099204063415527,0.8319495990872383
132,12.098618984222412,0.8314655125141144
133,12.122738718986511,0.8318938910961151
134,12.099594473838806,0.8307128474116325
135,12.10876977443695,0.8316037505865097
136,12.112740755081177,0.831762783229351
137,12.11889910697937,0.8312640488147736
138,12.08489739894867,0.8304051533341408
139,12.096236109733582,0.8304681777954102
140,12.074090957641602,0.8296551704406738
141,12.091530203819275,0.8301194608211517
142,12.083255887031555,0.8304537162184715
143,12.083038926124573,0.8297822996973991
144,12.09445035457611,0.8299853280186653
145,12.118046879768372,0.8303981646895409
146,12.113916039466858,0.8303836807608604
147,12.080841064453125,0.8286252021789551
148,12.086974024772644,0.8293154910206795
149,12.072383522987366,0.828558474779129
150,12.086653113365173,0.8291920050978661
151,12.070988893508911,0.8285664692521095
152,12.088005065917969,0.8290065079927444
153,12.085105419158936,0.8280301839113235
154,12.064228177070618,0.8281321451067924
155,12.07603371143341,0.8288834542036057
156,12.058875441551208,0.8277709260582924
157,12.05876088142395,0.8283666148781776
158,12.074125289916992,0.8286004886031151
159,12.089501142501831,0.8283862322568893
160,12.069412589073181,0.8273943364620209
161,12.066127896308899,0.8279824182391167
162,12.071074843406677,0.8281210288405418
163,12.060291171073914,0.8272951990365982
164,12.07620882987976,0.8279594779014587
165,12.07105016708374,0.8275768905878067
166,12.079280495643616,0.8281197547912598
167,12.068852305412292,0.8274598494172096
168,12.08092200756073,0.8278410658240318
169,12.060758233070374,0.8273823484778404
170,12.056671619415283,0.8269322589039803
171,12.053055167198181,0.8264010697603226
172,12.032529711723328,0.8259533941745758
173,12.065456509590149,0.8265185132622719
174,12.055216789245605,0.8267798647284508
175,12.052889347076416,0.8264200761914253
176,12.037994146347046,0.8263350650668144
177,12.058437585830688,0.8266293480992317
178,12.048310399055481,0.8266659006476402
179,12.052188873291016,0.8259196504950523
180,12.064276218414307,0.8267176449298859
181,12.04470431804657,0.8259477615356445
182,12.035058498382568,0.8256967887282372
183,12.039376735687256,0.8252115473151207
184,12.039177656173706,0.8254834339022636
185,12.03491735458374,0.825335219502449
186,12.028122186660767,0.8248444199562073
187,12.045453786849976,0.8256443589925766
188,12.025508284568787,0.8255163207650185
189,12.032631278038025,0.8250851556658745
190,12.049964904785156,0.8259029313921928
191,12.037875175476074,0.8259137496352196
192,12.047810912132263,0.8256094083189964
193,12.036201000213623,0.8253563717007637
194,12.032660484313965,0.8247661888599396
195,12.043179154396057,0.8250929564237595
196,12.003481149673462,0.8242062404751778
197,12.008935809135437,0.8243474513292313
198,12.040682673454285,0.8251896798610687
199,12.048792958259583,0.8258164748549461
200,12.03783643245697,0.8249525427818298
